messages,sentiment,session_index
"['selamat', 'siang', '[DOSEN]', '[MHS]', 'teknik informatika', 'filkom', 'apps', 'verifikasi', 'p2', 'tunggu', 'tuju', 'dosen', 'bimbing', 'sedia', 'validasi', 'deadline', 'p2', 'tanggal', 'desember', 'terima', 'kasih']",1.0,63
"['iya', 'mbak']",1.0,63
"['terima', 'kasih', '[DOSEN]']",1.0,63
"['[DOSEN]', '[MHS]', 'teknik informatika', 'verifikasi', 'evaluasi', 'filkom', 'apps', 'ina', 'kasih']",-1.0,64
"['selamat', 'siang', '[DOSEN]', '[MHS]', 'teknik informatika', 'filkom', 'apps', 'verifikasi', 'hasil', 'evaluasi', 'tunggu', 'tuju', 'dosen', 'bimbing', 'sedia', 'validasi', 'deadline', 'evaluasi', 'tanggal', 'januari', 'terima', 'kasih']",1.0,65
"['wass', 'kembang', 'skripsi']",-1.0,65
"['doc', 'dokumen', 'lampir', 'masuk', 'coba', 'akurasi', 'rubah', 'rubah', '[DOSEN]', 'mohon', 'maaf', 'filkom', 'apps', 'tunggu', 'tuju', 'dosen', 'bimbing', 'sedia', 'validasi', 'panjang', 'surat', 'tugas', 'terima', 'kasih']",-1.0,65
"['apps', 'informasi', 'iya', 'mbak']",1.0,66
"['informasi', 'iya', 'sisa', 'tunggu', 'verifikasi', '[DOSEN]', '[DOSEN]', 'tuju', 'filkom', 'apps', '[DOSEN]', 'bilang', 'notifikasi', 'deadlinenya', 'kemarin', 'terima', 'kasih']",1.0,66
"['notifikasi', 'iya']",1.0,66
"['doc', 'doc', '[DOSEN]']",-1.0,66
"['mohon', 'maaf', 'ganggu', '[DOSEN]', 'filkom', 'apps', 'butuh', 'verifikasi', 'sedia', 'terima', 'kasih']",-1.0,67
"['doc', 'mohon', 'maaf', 'ganggu', '[MHS]', 'nim', 'bimbing', 'dokumen', 'lampir', 'progres', 'selesai', 'abstrak', 'terima', 'kasih']",1.0,68
"['iya', 'mbak', 'baca']",1.0,68
"['terima', 'kasih']",1.0,68
"['doc', 'mohon', 'maaf', 'ganggu', '[DOSEN]', '[MHS]', 'angkat', 'bimbing', 'skripsi', 'lampir', 'proposal', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1.0,69
"['iya', 'mbak', 'baca']",1.0,69
"['mohon', 'maaf', 'ganggu', '[DOSEN]', 'izin', 'proposal', 'skripsi', 'iya', 'terima', 'kasih', 'wassalamualaikum']",-1.0,70
"['mohon', 'maaf', 'ganggu', '[DOSEN]', 'kait', 'dokumen', 'proposal', 'skripsi', 'kirim', 'jumat', 'masuk', 'isi', 'logbook', 'bimbing', 'filkom', 'apps', 'sedia', 'validasi', 'terima', 'kasih']",-1.0,71
"['mohon', 'maaf', 'ganggu', '[DOSEN]', 'kait', 'dokumen', 'proposal', 'skripsi', 'kirim', 'jumat', 'minggu', 'masuk', 'terima', 'kasih']",1.0,72
"['bimbing', 'rencana', 'senin', 'dpn', 'jam']",-1.0,72
"['terima', 'kasih', 'informasi']",1.0,72
"['selamat', 'siang', '[DOSEN]', 'kait', 'dokumen', 'proposal', 'skripsi', 'saran', 'masuk', 'terima', 'kasih']",1.0,73
"['mbak', 'atika', 'rumah', 'malang']",-1.0,73
"['rumah', 'bandung']",1.0,73
['bandung'],1.0,73
"['daerah', 'cikutra', 'kota', 'bandung']",1.0,73
"['tua', 'asli', 'bandung', 'mbak']",1.0,73
"['tua', 'asli', 'semarang', 'maaf', 'proposal', 'skripsi', 'lampir', 'ulang']",1.0,73
"['pustaka', 'terindek', 'scopus']",-1.0,73
"['proposal', 'daftar', 'pustaka', 'indeks', 'scopus']",1.0,73
"['tulis', 'mbak', 'terindek', 'scopus']",1.0,73
"['terideks', 'scopus', 'judul', 'judul', 'internet', 'traffic', 'detection', 'using', 've', 'bayes', 'nearest', 'neighbors', 'knn', 'algorithm', 'distributed', 'denial', 'of', 'service', 'attack', 'detection', 'using', 've', 'bayes', 'nearest', 'neighbor', 'for', 'network', 'forensics', 'ensemble', 'based', 'feature', 'selection', 'classification', 'of', 'gene', 'expression', 'using', 'support', 'vector', 'machine', 'nearest', 'neighbor', 'decision', 'tree', 'comparison', 'between', 'nearest', 'neighbor', 'support', 'vector', 'machine', 'algorithms', 'for', 'ppg', 'biometric', 'identification', 'sentiment', 'analysis', 'twitter', 'posts', 'analysis', 'of', 'positive', 'negative', 'opinion', 'gojek', 'network', 'intrusion', 'detection', 'using', 'feature', 'selection', 'decision', 'tree', 'classifier']",-1.0,73
"['selamat', 'siang', '[DOSEN]', 'bimbing', 'terima', 'kasih', '[DOSEN]']",1.0,74
"['jadwal', 'bimbing', 'alokasi', 'senin', 'jam', 'rabu', 'jam']",1.0,74
"['terima', 'kasih', 'informasi']",1.0,74
"['doc', 'selamat', 'pagi', '[DOSEN]', 'kait', 'dokumen', 'proposal', 'skripsi', 'saran', 'masuk', 'dokumen', 'proposal', 'skripsi', 'lampir', 'mekanisme', 'p0', 'daring', 'iya', 'laksana', 'p0', 'dosen', '[DOSEN]', 'vidio', 'mail', 'terima', 'kasih']",1.0,75
"['pustaka', 'indeks', 'scopus']",1.0,75
"['terideks', 'scopus', 'judul', 'judul', 'internet', 'traffic', 'detection', 'using', 've', 'bayes', 'nearest', 'neighbors', 'knn', 'algorithm', 'distributed', 'denial', 'of', 'service', 'attack', 'detection', 'using', 've', 'bayes', 'nearest', 'neighbor', 'for', 'network', 'forensics', 'ensemble', 'based', 'feature', 'selection', 'classification', 'of', 'gene', 'expression', 'using', 'support', 'vector', 'machine', 'nearest', 'neighbor', 'decision', 'tree', 'comparison', 'between', 'nearest', 'neighbor', 'support', 'vector', 'machine', 'algorithms', 'for', 'ppg', 'biometric', 'identification', 'sentiment', 'analysis', 'twitter', 'posts', 'analysis', 'of', 'positive', 'negative', 'opinion', 'gojek', 'network', 'intrusion', 'detection', 'using', 'feature', 'selection', 'decision', 'tree', 'classifier']",-1.0,75
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'informasi', 'bimbing', 'skripsi', 'dosen', 'bimbing', 'perihal', 'surat', 'tugas', 'terbit', 'tanggal', 'oktober', 'komunikasi', 'kait', 'kerja', 'skripsi', 'media', 'iya', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum']",1.0,76
"['alaykumsalam', 'via', 'iya']",1.0,76
"['perihal', 'bimbing', 'tentu', 'jam']",1.0,76
"['kamis', 'jumat']",1.0,76
"['laksana', 'p0', 'tentu', 'bahas', 'bimbing', 'iya']",1.0,76
['bimbing'],1.0,76
"['bimbing', '[DOSEN]']",1.0,76
"['oke', 'p0']",1.0,76
"['p0', 'kamis', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu']",1.0,76
"['mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'teknik', 'informatika', 'angkat', '[DOSEN]', 'dosen', 'bimbing', 'mohon', 'izin', 'perihal', 'bimbing', 'p0', 'laksana', 'mekanisme', 'iya', 'video', 'conference', 'laksana', 'iya', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum']",1.0,77
"['alaykumsalam', 'pakai', 'zoom', 'sore', 'jam', 'iya']",1.0,77
"['terima', 'kasih']",1.0,77
"['[DOSEN]', 'inviting', 'you', 'scheduled', 'zoom', 'meeting', 'topik', 'p0', 'skripsi', 'time', 'oktober', 'pm', 'jakarta', 'join', 'zoom', 'meeting', '[LINK]', 'meeting', 'passcode']",1.0,77
"['terima', 'kasih']",1.0,77
"['mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'teknik', 'informatika', 'angkat', '[DOSEN]', 'dosen', 'bimbing', 'mohon', 'izin', 'progres', 'skripsi', 'bimbing', 'baik', 'dokumen', 'proposal', 'saran', 'masuk', 'baik', 'rumus', 'hitung', 'akurasi', 'kualitas', 'clustering', 'tabel', 'interpretasi', 'silhouette', 'coefficient', 'sitasi', 'sumber', 'perihal', 'saran', 'kait', 'justifikasi', 'positif', 'negatif', 'masuk', 'dalam', 'netral', 'temu', 'sumber', 'justifikasi', 'temu', 'sumber', 'justifikasi', 'dokumen', 'proposal', 'iya', 'dokumen', 'proposal', 'p0', 'lampir', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum', 'doc']",-1.0,78
"['oke', 'silah', 'justifikasi']",-1.0,79
"['terima', 'kasih']",-1.0,80
"['mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'teknik', 'informatika', 'angkat', '[DOSEN]', 'dosen', 'bimbing', 'mohon', 'izin', 'informasi', 'progres', 'skripsi', 'bimbing', 'justifikasi', 'ekspresi', 'sentimen', 'netral', 'ambil', 'ekspresi', 'positif', 'negatif', 'justifikasi', 'tempat', 'feature', 'vector', 'extraction', 'kamus', 'ekspresi', 'sentimen', 'tahap', 'jelas', 'perihal', 'kondisi', 'teliti', 'dokumen', 'proposal', 'lampir', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum', 'doc']",-1.0,81
"['mohon', 'maaf', 'ganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'dosen', 'bimbing', 'mohon', 'izin', 'informasi', 'progres', 'skripsi', 'bimbing', 'selasa', 'konsultasi', 'yuita', 'perihal', 'judul', 'skripsi', 'beliau', 'skripsi', 'cenderung', 'arah', 'clustering', 'kelompok', 'alangkah', 'judul', 'ubah', 'kelompok', 'opini', 'masyarakat', 'twitter', 'karantina', 'covid', 'metode', 'improved', 'means', 'denclue', 'barangkali', 'saran', 'masuk', 'kait', 'judul', 'skripsi', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum']",1.0,82
"['oke', 'silah', 'mmg', 'data', 'atribut', 'kelas', 'pakai', 'clustering']",1.0,82
"['terima', 'kasih']",1.0,82
"['mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'teknik', 'informatika', 'angkat', '[DOSEN]', 'dosen', 'bimbing', 'mohon', 'izin', 'kerja', 'skripsi', 'bimbing', 'perihal', 'dokumen', 'skripsi', 'selesai', 'kece', 'kait', 'tulis', 'kirim', 'skripsi', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum']",-1.0,83
"['mohon', 'maaf', 'ganggu', 'mahasiswa', 'teknik', 'informatika', 'angkat', 'dosen', 'bimbing', 'mohon', 'izin', 'informasi', 'kerja', 'skripsi', 'bimbing', 'dokumen', 'skripsi', 'kodingnya', 'tahap', 'ekstraksi', 'fitur', 'barangkali', 'saran', 'masuk', 'perihal', 'tulis', 'dokumen', 'skripsi', 'mohon', 'izin', 'lampir', 'dokumen', 'skripsi', 'dokumen', 'skripsi', 'lampir', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum', 'doc']",-1.0,84
"['kirim', 'dokumen', 'skripsi']",-1.0,85
"['dokumen', 'skripsi', 'lampir', 'doc']",1.0,85
['doc'],1.0,85
"['coba', 'kirim', 'format', 'pdf', 'lampir', 'format', 'pdf', 'doc']",-1.0,85
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'nama', '[MHS]', 'prodi', 'teknik', 'informatika', 'sedia', 'dosen', 'bimbing', 'skripsi', 'topik', 'angkat', 'sistem', 'temu', 'informasi', 'artikel', 'kait', 'covid', 'metode', 'bobot', 'tf', 'idf', 'model', 'vector', 'space', 'topik', 'angkat', 'teliti', 'skripsi', 'sedia', 'bimbing', 'skripsi', 'terima', 'kasih', 'perhati']",1.0,86
"['[MHS]', 'sedia', 'kait', 'judul', 'tolong', 'cari', 'paper', 'internasiona', 'kait', 'word', 'embedding', 'ulas', 'singkat', 'daftar', 'referensi', 'muncul', 'judul']",1.0,86
"['cari', 'terima', 'kasih', 'perhati']",1.0,86
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'teknik informatika', 'mahasiswa', 'bimbing', 'skripsi', 'topik', 'sistem', 'temu', 'informasi', 'artikel', 'kait', 'covid', 'metode', 'bobot', 'tf', 'idf', 'model', 'vector', 'space', 'ikut', 'saran', 'cari', 'jurnal', 'bahas', 'vector', 'space', 'word', 'embedding', 'guna', 'word', 'embeddingnya', 'metode', 'teliti', 'jadi', 'pembading', 'hasil', 'word', 'embedding', 'iya', 'terima', 'kasih', 'perhati']",-1.0,87
"['selamat', 'sore', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'kabar', 'bimbing', 'revisi', 'bimbing', 'temu', '[DOSEN]', 'masuk', 'noise', 'dataset', 'sistem', 'noise', 'tampil', 'annotator', 'ground', 'truth', 'label', 'relevansi', 'kueri', 'uji', 'artikel', '[DOSEN]', 'sar', 'uji', 'layak', 'pakar', 'kappa', 'measure', 'rencana', 'ubah', 'draft', 'poin', 'laksana', 'batas', 'nomor', 'hapus', 'artikel', 'indexing', 'kait', 'covid', 'ikut', 'poin', 'rumus', 'jelas', 'kappa', 'measure', 'rencana', 'revisi', 'kirim', 'filkomapps', 'kirim', 'draftnya', 'email', 'draft', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,88
"['[MHS]', 'ijinkan', 'silah', 'kirim', 'draft']",1.0,88
"['terima', 'kasih', 'perhati', 'kirim']",1.0,88
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'bimbing', 'skripsi', 'kabar', 'unggah', 'proposal', 'skripsi', 'revisi', 'filkomapps', 'kirim', 'progres', 'draft', 'serta', 'manual', 'dokumen', 'xlsx', 'email', 'berita', 'acara', 'p0', 'p1', 'power point', 'video', 'buat', 'power point', 'video', 'tunggu', 'ulas', 'draft', 'kirim', 'iya', 'kait', 'demo', 'program', 'manual', 'implementasi', 'metode', 'manual', 'kait', 'demo', 'program', 'program', 'selesai', 'tahap', 'add', 'boleh', 'batas', 'program', 'console', 'python', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,89
"['[MHS]', 'catat', 'no', 'tunggu', 'ulas', 'ijinkan', 'draft', 'power point', 'p1', 'video', 'no', 'koding', 'evaluasi', 'hitung', 'manual', 'koding', 'no', 'ijinkan', 'console', 'python']",1.0,89
"['masuk', 'dataset', 'kode', 'dataset', 'asli', 'iya']",-1.0,89
"['data', 'ambil', 'sampel', 'skala']",1.0,90
"['terima', 'kasih']",1.0,90
"['selamat', 'siang', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'ganggu', 'kabar', 'bimbing', '[DOSEN]', 'poin', 'baik', 'format', 'tulis', 'posisi', 'bullet', 'numbering', 'tulis', 'miring', 'baik', 'tulis', 'diagram alir', 'uji', 'precision', 'recall', 'uji', 'nilai', 'beda', 'baca', '[DOSEN]', 'word', 'embedding', 'kueri', 'expansion', 'beliau', 'jelas', 'teliti', 'kueri', 'expansion', 'judul', 'hapus', 'tulis', 'tf', 'idf', 'judul', 'saran', 'diskusi', 'ubah', 'judul', 'skripsi', 'oleh', 'informasi', 'artikel', 'kait', 'covid', 'metode', 'vector', 'space', 'model', 'word2vec', 'kueri', 'expansion', 'cocok', 'ganti', 'judul', 'uji', 'hapus', 'guna', 'precision', 'recall', 'variabel', 'beda', 'variabel', 'beda', 'menambahakan', 'rumus', 'kait', 'pengaruh', 'variabel', 'hasil', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,91
"['[MHS]', 'timbang']",1.0,91
"['terima', 'kasih']",1.0,91
"['fransklid', 'hasil', 'ulas', 'judul', 'skripsi', 'oleh', 'informasi', 'artikel', 'kait', 'covid', 'metode', 'vector', 'space', 'model', 'word2vec', 'kueri', 'expansion', 'cocok', 'ganti', 'judul', 'ijinkan', 'uji', 'hapus', 'guna', 'precision', 'recall', 'variabel', 'beda', 'ijinkan', 'variabel', 'beda', 'menambahakan', 'rumus', 'kait', 'pengaruh', 'variabel', 'hasil', 'masuk', 'uji', 'kelompok', 'parameter', 'saran', 'rumus', 'nilai', 'parameter', 'evaluasi', 'vektor', 'baik', 'word2vector', 'baik', 'silah', 'ubah', 'ubah', 'sesuai', 'rumus', 'akurasi', 'ganti', 'rumus', 'akurasi', 'ganti', 'nilai', 'parameter', 'evaluasi', 'vektor', 'word2vector', 'baik']",1.0,92
"['permisi', 'izin', 'kait', 'vektor', 'word2vec', 'hidden', 'neuron']",1.0,92
"['[MHS]', 'pilih', 'uji', 'v', 'vocabulary', 'dokumen', 'unik', 'kamus', 'unik', 'hidden', 'neuron', 'saran', 'minimal', 'uji', 'analisis', 'skema', 'word', 'embedding', 'word2vec', 'hubung', 'alg', 'neural', 'network', 'deep', 'learning', 'general', 'purpose', 'kueri', 'expansion', '[LINK]', 'metode']",1.0,92
"['uji', 'variabel', 'rumus', 'tulis', 'nilai', 'parameter', 'evaluasi', 'hidden', 'neuron', 'baik', 'word2vec', 'pemeroleha', 'informasi']",1.0,92
['[MHS]'],1.0,92
"['terima', 'kasih']",1.0,92
"['selamat', 'siang', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'terima', 'kasih', 'ulas', 'dasar', 'ulas', 'bimbing', '[DOSEN]', 'beliau', 'noise', '2kali', 'berita', 'random', 'bertia', 'artikel', 'kueri', 'uji', 'kueri', 'partisipan', 'sebab', '[DOSEN]', 'uji', 'derajat', 'sepakat', 'masuk', 'ancang', 'uji', 'fleiss', 'kappa', 'measure', 'anotasi', 'artikel', 'partisipan', 'uji', 'skenario', 'ubah', 'nilai', 'ubah', 'nilai', 'hidden', 'neuron', 'dokumen', 'kueri', 'evaluasi', 'banding', 'nilai', 'hidden', 'neuron', 'masuk', 'hitung', 'manual', 'hitung', 'hitung', 'manual', 'mohon', 'maaf', 'erti', 'skenario', 'uji', 'uji', 'rumus', 'skenario', 'uji', 'nilai', 'hidden', 'neuron', 'skenario', 'kueri', 'expansion', 'sekanrio', 'uji', 'niali', 'beda', 'erti', 'istilah', 'skenario', 'uji', 'rumus', 'iya', 'lampir', 'hasil', 'running', 'program', 'letak', 'lampir', 'daftar', 'referensi', 'iya', 'letak', 'hasil', 'hitung', 'manual', 'gambar', 'letak', 'lampir', 'perhtiungan', 'manual', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,93
"['[MHS]', 'timbang']",1.0,94
"['terima', 'kasih', 'kabar', 'dokumen', 'proposal', 'pasca', 'p0', 'diacc', '[DOSEN]']",1.0,94
"['bimbing', '[DOSEN]', 'beliau', 'noise', '2kali', 'berita', 'random', 'bertia', 'artikel', 'kueri', 'uji', 'kueri', 'partisipan', 'sebab', '[DOSEN]', 'uji', 'derajat', 'sepakat', 'masuk', 'ancang', 'uji', 'fleiss', 'kappa', 'measure', 'noise', 'coba', 'hitung', 'estimasi', 'noise', 'bijak', 'sesuai', 'mampu', 'kapasitas', 'sistem', 'local', 'timbang', 'anotasi', 'artikel', 'partisipan', 'uji', 'skenario', 'ubah', 'nilai', 'ubah', 'nilai', 'hidden', 'neuron', 'dokumen', 'kueri', 'uji', 'sekuensial', 'hasil', 'uji', 'evaluasi', 'banding', 'nilai', 'hidden', 'neuron', 'masuk', 'hitung', 'manual', 'hitung', 'hitung', 'manual', 'mohon', 'maaf', 'erti', 'skenario', 'uji', 'uji', 'rumus', 'skenario', 'uji', 'nilai', 'hidden', 'neuron', 'skenario', 'kueri', 'expansion', 'sekanrio', 'uji', 'niali', 'beda', 'erti', 'istilah', 'skenario', 'uji', 'rumus', 'iya', 'inti', 'uji', 'minimal', 'skenario', 'uji', 'tahap', 'skuensial', 'hasil', 'parameter', 'baik', 'teknik', 'baik', 'uji', 'lampir', 'hasil', 'running', 'program', 'letak', 'lampir', 'daftar', 'referensi', 'iya', 'lampir', 'email', 'kirim', 'letak', 'hasil', 'hitung', 'manual', 'gambar', 'bab', 'ketik', 'gambar', 'letak', 'lampir', 'perhtiungan', 'manual', 'masuk', 'lampir', 'catat', 'tolong', 'poin', 'email']",1.0,95
"['terima', 'kasih', 'timbang', 'poin', 'poin', 'email', 'mohon', 'maaf', 'poin', 'poin', 'uji', 'sekuensial', 'partisipan', 'label', 'sesuai', 'kueri', 'iya', 'kueri', 'partisipan', 'nilai', 'artikel', 'relevan', 'kueri', 'kueri', 'uji', 'poin', 'ambil', 'contoh', 'skripsi', 'hasil', 'uji', 'nilai', 'uji', 'hidden', 'neuronn', 'hasil', 'uji', 'hidden', 'uji', 'banding', 'implementasi', 'word2vec', 'word2vec']",-1.0,95
"['poin', 'uji', 'sekuensial', 'partisipan', 'label', 'sesuai', 'kueri', 'iya', 'kueri', 'partisipan', 'nilai', 'artikel', 'relevan', 'kueri', 'kueri', 'uji', '[MHS]', 'poin', 'ambil', 'contoh', 'skripsi', 'hasil', 'uji', 'nilai', 'uji', 'hidden', 'neuronn', 'hasil', 'uji', 'hidden', 'uji', 'banding', 'implementasi', 'word2vec', 'word2vec', '[MHS]']",1.0,96
"['terima', 'kasih']",1.0,96
"['selamat', 'pagi', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'timbang', 'kait', 'noise', 'hitung', 'tepat', 'artikel', 'berita', 'covid', 'timbang', 'noise', 'kisar', 'artikel', 'berita', 'label', 'artikel', 'rencana', 'uji', 'kueri', 'beda', 'artikel', 'cari', 'partisipan', 'mohon', 'maaf', 'partisipan', 'rang', 'derajat', 'sepakat', 'anotatornya', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,97
"['timbang', 'kait', 'noise', 'hitung', 'tepat', 'artikel', 'berita', 'covid', 'timbang', 'noise', 'kisar', 'artikel', 'berita', '[MHS]', 'ijinkan', 'label', 'artikel', 'rencana', 'uji', 'kueri', 'beda', 'artikel', 'cari', 'partisipan', 'mohon', 'maaf', 'partisipan', 'rang', 'derajat', 'sepakat', 'anotatornya', '[MHS]', 'ijinkan']",1.0,97
"['terima', 'kasih', 'partisipan', 'boleh', 'uji', 'derajat', 'sepakat', 'annotator', 'fleiss', 'kappa', 'measure']",1.0,97
"['[MHS]', 'pakar', 'ahli', 'bahasa', 'paham', 'kait', 'dokumen', 'sosmed', 'mahasiswa', 'background', 'ilmu', 'alam', 'kait', 'dokumen', 'sosmed']",1.0,97
"['partisipan', 'bantu', 'nilai', 'relevansi', 'dokumen', 'kueri', 'kerabat', 'baca', 'berita']",1.0,97
"['[MHS]', 'pakar', 'warga', 'masyarakat', 'gemar', 'baca', 'berita', 'sosmed', 'ijinkan']",1.0,97
"['terima', 'kasih', 'selesai', 'kirim', 'poin2', 'email']",1.0,97
"['[MHS]', 'saran', 'word', 'embeddingnya', 'uji', 'banding', 'versus', 'word', 'embedding']",1.0,98
"['terima', 'kasih', 'pra', 'proposal', 'selesai', 'susun', 'kumpul', 'filkom', 'apps', 'iya']",1.0,98
"['[MHS]', 'silah', 'diupload', 'filkom', 'app', 'mohon', 'implementasi', 'add', 'node', 'js', 'visual', 'studio', 'microsoft', 'word', 'docs', 'microsoft', 'com', 'office', 'dev', 'add', 'quickstarts', 'word', 'quickstart', 'tabs', 'yeomangenerator']",1.0,98
"['terima', 'kasih', 'saran']",1.0,98
"['selamat', 'sore', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'kabar', 'kirim', 'dokumen', 'skripsi', 'manual', 'power point', 'video', 'p1', 'skripsi', 'email', 'sekian', 'mohon', 'maaf', '[MHS]']",-1.0,99
"['[MHS]', 'catat', 'masuk', 'nilai', 'p1', 'tinggal', 'tunggu', 'nilai', 'dosen bimbing', 'doc', 'tunggu', 'ulas', 'tolong', 'lanjut', 'siap', 'p2', 'kirim', 'email']",1.0,100
"['terima', 'kasih']",1.0,100
"['selamat', 'sore', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'progres', 'p1', 'skripsi', '[DOSEN]', 'poin2', 'revisi', 'word2vec', 'filtering', 'stemming', 'ubah', 'konteks', 'revisi', 'kode', 'program', 'tulis', 'diagram alir', 'baik', 'tulis', 'kode', 'diagram alir', 'ulang', 'looping', 'hapus', 'tulis', 'sebut', 'tabel', 'serta', 'tabel', 'angka', 'ancang', 'uji', 'uji', 'uji', 'metode', 'word2vec', 'parameter', 'hidden', 'neuron', 'uji', 'parameter', 'window', 'size', 'learning', 'rate', 'epoch', 'dan lain', 'saran', 'alam', 'bimbing', 'makan', 'variabel', 'word2vec', 'dioptimasi', 'bicara', 'bimbing', 'lanjut', 'diskusi', 'poin', 'nomor', 'boleh', 'skripsi', 'uji', 'optimasi', 'word2vec', 'rumus', 'cari', 'precision', 'recall', 'program', 'besar', 'beda', 'word2vec', 'nilai', 'tentu', 'tahap', 'implementasi', 'dataset', 'dummy', 'nilai', 'precision', 'recall', 'tinggi', 'tahap', 'implementasi', 'tahap', 'uji', 'nilai', 'hitung', 'precision', 'recall', 'program', 'dataset', 'asli', 'nilai', 'variabel', 'uji', 'ada', 'dasar', 'kalibrasi', 'dataset', 'dummy', 'boleh', 'skripsi', 'poin', 'boleh', 'rumus', 'cari', 'nilai', 'hidden', 'neuron', 'hapus', 'sisa', 'rumus', 'cari', 'nilai', 'precision', 'recall', 'program', 'banding', 'precision', 'recall', 'implementasi', 'word2vec', 'ubah', 'skenario', 'uji', 'uji', 'skenario', 'hasil', 'recall', 'program', 'dataset', 'artikel', 'covid', 'oktober', 'cari', 'besar', 'beda', 'precision', 'recall', 'program', 'word2vec', 'boleh', 'jalan', 'terima', 'kode', 'bentuk', 'microsoft', 'add-ins', 'sekian', 'mohon', 'maaf', '[MHS]']",-1.0,101
"['selamat', 'sore', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'kemarin', 'progres', 'p1', 'skripsi', '[DOSEN]', 'poin2', 'revisi', 'word2vec', 'filtering', 'stemming', 'ubah', 'konteks', 'revisi', 'kode', 'program', 'tulis', 'diagram alir', 'baik', 'tulis', 'kode', 'diagram alir', 'ulang', 'looping', 'hapus', 'tulis', 'sebut', 'tabel', 'serta', 'tabel', 'angka', 'ancang', 'uji', 'uji', 'uji', 'metode', 'word2vec', 'parameter', 'hidden', 'neuron', 'uji', 'parameter', 'window', 'size', 'learning', 'rate', 'epoch', 'dan lain', 'saran', 'alam', 'bimbing', 'makan', 'variabel', 'word2vec', 'dioptimasi', 'bicara', 'bimbing', 'lanjut', 'diskusi', 'poin', 'nomor', 'boleh', 'skripsi', 'uji', 'optimasi', 'word2vec', 'rumus', 'cari', 'precision', 'recall', 'program', 'besar', 'beda', 'word2vec', 'nilai', 'tentu', 'tahap', 'implementasi', 'dataset', 'dummy', 'nilai', 'precision', 'recall', 'tinggi', 'tahap', 'implementasi', 'tahap', 'uji', 'nilai', 'hitung', 'precision', 'recall', 'program', 'dataset', 'asli', 'nilai', 'variabel', 'uji', 'ada', 'dasar', 'kalibrasi', 'dataset', 'dummy', 'boleh', 'skripsi', 'poin', 'boleh', 'rumus', 'cari', 'nilai', 'hidden', 'neuron', 'hapus', 'sisa', 'rumus', 'cari', 'nilai', 'precision', 'recall', 'program', 'banding', 'precision', 'recall', 'implementasi', 'word2vec', 'ubah', 'skenario', 'uji', 'uji', 'skenario', 'hasil', 'recall', 'program', 'dataset', 'artikel', 'covid', 'oktober', 'cari', 'besar', 'beda', 'precision', 'recall', 'program', 'word2vec', 'boleh', 'jalan', 'terima', 'kode', 'bentuk', 'microsoft', 'add-ins', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,102
